age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country
<26.5,Private,>=56442,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,Female,<9104,<2298.5,>=49,United-States
<26.5,State-gov,>=56442,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Self-emp-not-inc,>=56442,Masters,Never-married,Sales,Not-in-family,White,Male,>=9104,<2298.5,<49,United-States
>=26.5,Self-emp-inc,>=56442,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,Some-college,Married-civ-spouse,Sales,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Self-emp-inc,<56442,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Widowed,Sales,Other-relative,White,Female,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,Some-college,Never-married,Sales,Own-child,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Local-gov,>=56442,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Separated,Sales,Unmarried,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,7th-8th,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,<9104,<2298.5,<49,China
<26.5,Private,>=56442,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Black,Male,<9104,<2298.5,<49,United-States
>=26.5,Local-gov,>=56442,HS-grad,Widowed,Protective-serv,Not-in-family,White,Male,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Federal-gov,>=56442,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,<9104,<2298.5,>=49,United-States
<26.5,Private,>=56442,HS-grad,Never-married,Other-service,Not-in-family,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Self-emp-not-inc,>=56442,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<9104,<2298.5,<49,Cuba
>=26.5,Private,>=56442,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Masters,Divorced,Exec-managerial,Unmarried,White,Male,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,Some-college,Never-married,Other-service,Own-child,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,<9104,<2298.5,>=49,United-States
>=26.5,Local-gov,>=56442,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,>=9104,<2298.5,<49,United-States
>=26.5,State-gov,>=56442,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,HS-grad,Separated,Machine-op-inspct,Unmarried,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Never-married,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Bachelors,Married-civ-spouse,Tech-support,Wife,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Self-emp-not-inc,<56442,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Some-college,Never-married,Transport-moving,Unmarried,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Divorced,Sales,Not-in-family,White,Female,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,>=9104,<2298.5,<49,Germany
<26.5,Private,<56442,Some-college,Never-married,Other-service,Own-child,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Self-emp-inc,>=56442,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,5th-6th,Married-civ-spouse,Craft-repair,Husband,White,Male,<9104,<2298.5,<49,Mexico
>=26.5,Local-gov,>=56442,Assoc-voc,Divorced,Craft-repair,Not-in-family,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Self-emp-inc,>=56442,7th-8th,Divorced,Craft-repair,Unmarried,White,Male,<9104,<2298.5,<49,United-States
>=26.5,State-gov,>=56442,Bachelors,Married-civ-spouse,Protective-serv,Husband,Black,Male,<9104,<2298.5,>=49,United-States
>=26.5,Private,<56442,Assoc-acdm,Separated,Tech-support,Not-in-family,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Self-emp-inc,>=56442,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,11th,Never-married,Prof-specialty,Own-child,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Self-emp-inc,>=56442,HS-grad,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,<9104,<2298.5,<49,Germany
<26.5,Private,>=56442,Some-college,Never-married,Farming-fishing,Not-in-family,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Divorced,Sales,Not-in-family,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Local-gov,>=56442,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,State-gov,>=56442,Some-college,Married-spouse-absent,Other-service,Other-relative,Black,Male,<9104,<2298.5,<49,Haiti
<26.5,Private,>=56442,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Bachelors,Divorced,Sales,Not-in-family,White,Female,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,10th,Married-civ-spouse,Farming-fishing,Husband,White,Male,<9104,<2298.5,>=49,United-States
<26.5,Private,>=56442,11th,Married-spouse-absent,Sales,Own-child,Asian-Pac-Islander,Male,<9104,<2298.5,<49,India
>=26.5,Private,>=56442,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,>=9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,5th-6th,Separated,Other-service,Not-in-family,White,Male,<9104,<2298.5,<49,Italy
<26.5,Private,>=56442,12th,Never-married,Other-service,Own-child,White,Female,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Male,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Self-emp-inc,>=56442,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,White,Female,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,<56442,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Self-emp-not-inc,<56442,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,Some-college,Never-married,Sales,Own-child,White,Female,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,10th,Divorced,Machine-op-inspct,Unmarried,Black,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Some-college,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,HS-grad,Divorced,Sales,Not-in-family,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Never-married,Other-service,Not-in-family,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Self-emp-not-inc,>=56442,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Self-emp-not-inc,>=56442,HS-grad,Never-married,Craft-repair,Own-child,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Local-gov,>=56442,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,Bachelors,Married-AF-spouse,Exec-managerial,Wife,White,Female,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,12th,Never-married,Protective-serv,Own-child,White,Female,<9104,<2298.5,<49,United-States
>=26.5,State-gov,>=56442,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,>=9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Self-emp-inc,>=56442,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,<9104,<2298.5,>=49,Portugal
>=26.5,Private,>=56442,Some-college,Widowed,Adm-clerical,Not-in-family,White,Female,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,Masters,Separated,Other-service,Own-child,White,Female,<9104,<2298.5,<49,United-States
>=26.5,State-gov,>=56442,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,<9104,<2298.5,<49,Nicaragua
<26.5,Private,>=56442,Some-college,Never-married,Other-service,Not-in-family,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,State-gov,>=56442,Some-college,Never-married,Other-service,Own-child,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Masters,Married-civ-spouse,Sales,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,10th,Never-married,Transport-moving,Unmarried,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Federal-gov,<56442,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Self-emp-not-inc,>=56442,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<9104,<2298.5,<49,Germany
>=26.5,State-gov,>=56442,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Assoc-voc,Married-civ-spouse,Exec-managerial,Wife,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,9th,Married-spouse-absent,Other-service,Not-in-family,Black,Female,<9104,<2298.5,<49,Jamaica
<26.5,Private,>=56442,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,<9104,<2298.5,<49,Poland
>=26.5,Local-gov,>=56442,Some-college,Divorced,Other-service,Unmarried,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,Assoc-acdm,Divorced,Prof-specialty,Unmarried,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Female,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Self-emp-not-inc,<56442,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,11th,Separated,Other-service,Unmarried,Black,Female,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,HS-grad,Never-married,Craft-repair,Not-in-family,Black,Male,<9104,<2298.5,<49,United-States
>=26.5,Local-gov,>=56442,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,Masters,Never-married,Adm-clerical,Not-in-family,White,Male,>=9104,<2298.5,>=49,United-States
<26.5,Self-emp-not-inc,>=56442,Some-college,Separated,Craft-repair,Not-in-family,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Self-emp-not-inc,>=56442,Bachelors,Never-married,Sales,Not-in-family,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,7th-8th,Divorced,Machine-op-inspct,Unmarried,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Self-emp-not-inc,>=56442,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,>=9104,<2298.5,>=49,United-States
<26.5,Private,>=56442,Some-college,Married-civ-spouse,Sales,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Local-gov,>=56442,HS-grad,Never-married,Sales,Own-child,Black,Male,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,<9104,<2298.5,<49,United-States
>=26.5,State-gov,>=56442,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,HS-grad,Never-married,Other-service,Not-in-family,White,Female,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Female,<9104,<2298.5,<49,South
>=26.5,Private,>=56442,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Divorced,Other-service,Unmarried,White,Female,<9104,<2298.5,<49,United-States
<26.5,Self-emp-not-inc,>=56442,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,<9104,<2298.5,<49,United-States
>=26.5,Local-gov,>=56442,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Private,<56442,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,<9104,<2298.5,<49,Dominican-Republic
>=26.5,Private,>=56442,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Local-gov,<56442,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,State-gov,>=56442,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Bachelors,Divorced,Machine-op-inspct,Unmarried,Other,Female,<9104,<2298.5,<49,Puerto-Rico
<26.5,Private,>=56442,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Self-emp-not-inc,<56442,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<9104,<2298.5,<49,United-States
<26.5,Local-gov,>=56442,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,HS-grad,Never-married,Craft-repair,Own-child,Black,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,>=9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,HS-grad,Divorced,Transport-moving,Other-relative,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,State-gov,>=56442,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Female,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,HS-grad,Never-married,Tech-support,Other-relative,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Some-college,Separated,Craft-repair,Unmarried,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,HS-grad,Never-married,Tech-support,Not-in-family,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Assoc-acdm,Divorced,Exec-managerial,Unmarried,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Federal-gov,>=56442,HS-grad,Separated,Adm-clerical,Other-relative,Black,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,<9104,<2298.5,<49,Columbia
>=26.5,Private,>=56442,9th,Divorced,Adm-clerical,Not-in-family,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,12th,Divorced,Handlers-cleaners,Not-in-family,Black,Male,<9104,<2298.5,<49,United-States
>=26.5,Local-gov,>=56442,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,State-gov,>=56442,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,<56442,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,<9104,<2298.5,<49,England
>=26.5,Private,>=56442,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>=9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,<9104,<2298.5,<49,Mexico
<26.5,Self-emp-not-inc,>=56442,HS-grad,Never-married,Craft-repair,Own-child,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,Some-college,Separated,Sales,Own-child,Amer-Indian-Eskimo,Male,<9104,<2298.5,<49,United-States
>=26.5,Self-emp-inc,>=56442,Some-college,Married-civ-spouse,Sales,Wife,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,10th,Divorced,Handlers-cleaners,Not-in-family,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,5th-6th,Never-married,Craft-repair,Not-in-family,White,Male,<9104,<2298.5,<49,Columbia
>=26.5,Private,>=56442,HS-grad,Divorced,Craft-repair,Own-child,White,Male,<9104,<2298.5,<49,United-States
>=26.5,State-gov,>=56442,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Local-gov,>=56442,Masters,Divorced,Prof-specialty,Own-child,White,Female,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,<9104,<2298.5,>=49,United-States
<26.5,Private,>=56442,Assoc-acdm,Never-married,Exec-managerial,Own-child,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Self-emp-inc,>=56442,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Self-emp-not-inc,>=56442,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Self-emp-not-inc,>=56442,Doctorate,Married-AF-spouse,Exec-managerial,Wife,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Divorced,Priv-house-serv,Unmarried,Black,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Black,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,11th,Never-married,Sales,Own-child,Black,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Self-emp-inc,>=56442,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,<9104,<2298.5,>=49,South
<26.5,Private,>=56442,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,HS-grad,Never-married,Other-service,Not-in-family,White,Male,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Federal-gov,>=56442,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,Bachelors,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,<9104,<2298.5,<49,Poland
>=26.5,State-gov,>=56442,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Self-emp-not-inc,>=56442,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,<9104,<2298.5,<49,Mexico
>=26.5,Private,>=56442,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,Some-college,Never-married,Sales,Own-child,White,Male,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,Bachelors,Never-married,Sales,Not-in-family,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Separated,Transport-moving,Own-child,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Self-emp-inc,>=56442,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,11th,Never-married,Priv-house-serv,Not-in-family,White,Female,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,Assoc-acdm,Never-married,Tech-support,Not-in-family,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Masters,Separated,Exec-managerial,Not-in-family,White,Female,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,1st-4th,Never-married,Other-service,Not-in-family,White,Male,<9104,<2298.5,<49,El-Salvador
>=26.5,Self-emp-not-inc,<56442,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Self-emp-not-inc,>=56442,1st-4th,Married-civ-spouse,Exec-managerial,Husband,White,Male,<9104,<2298.5,>=49,Italy
>=26.5,Private,>=56442,HS-grad,Widowed,Other-service,Not-in-family,White,Female,<9104,<2298.5,<49,United-States
